"Questions","Who ","How ","In which ","What ","When ","Where ","Which "
"Which football teams is Shahid Khan proprietor to ?","0","0","0","0","0","0","1"
"How many cities are around the sea in which the the fig tree bay meets ?","0","1","0","0","0","0","0"
"What are all the prizes won by the writer of A Grand Day Out ?","0","0","0","1","0","0","0"
"Count the number of families of the Animal kingdom. ?","0","0","0","0","0","0","0"
"Which magazine has publisher as Jann Wenner ?","0","0","0","0","0","0","1"
"Where is the ground of the soccer club, which has Alan Kusov as a team member ?","0","0","0","0","0","1","0"
"Give the name of the river with source place as Australian Alps and has mouth place as Goolwa , a place in Siyuth Australia ?","0","0","0","0","0","0","0"
"Did Trish Stratus train Christina Crawford ?","0","0","0","0","0","0","0"
"Who is the writer of the Cavalcade of America and The United States Steel Hour ?","1","0","0","0","0","0","0"
"Count the total religions followed by the ones living in England. ?","0","0","0","0","0","0","0"
"Name the cover artist of the adventure of Tom sawyer ?","0","0","0","0","0","0","0"
"Which river flows through both eastern and western washington ?","0","0","0","0","0","0","1"
"What is the nationality of the golf player who won the  2002 Players Championship ?","0","0","0","1","0","0","0"
"Which companies are founded in the city of which Collin County Texas is a part ?","0","0","0","0","0","0","1"
"Which home stadium of 2011-12 FC Spartak Moscow season is also the location of birth of the Svetlana Gounkina ?","0","0","0","0","0","0","1"
"Who is the former partner of Chris Knierim ?","1","0","0","0","0","0","0"
"How many different pole drivers are there, of the GPs when Renault was the first team ?","0","1","0","0","0","0","0"
"What are all the TV shows which are related to the ones produced by Julie Gardner ?","0","0","0","1","0","0","0"
"Name the parent company of  Ford Air Transport Service ?","0","0","0","0","0","0","0"
"How many people have worked in the band one of whose current member is Hynief ?","0","1","0","0","0","0","0"
"Does Mt St. Peter Churt follow the architectural style of art deco ?","0","0","0","0","0","0","0"
"King crimson has been recorded in which places ?","0","0","0","0","0","0","0"
"Is william doyle the chairman of Georgetown university ?","0","0","0","0","0","0","0"
"Count me all the video game distributor whose parent company is Warner Bros ?","0","0","0","0","0","0","0"
"Was Elizabeth Ann Seton canonized by Pope Paul VI ?","0","0","0","0","0","0","0"
"Is Sao Paulo the largest city of Brazil ?","0","0","0","0","0","0","0"
"Does Ford own the Ford Kansas Assembly plant ?","0","0","0","0","0","0","0"
"Was David Gilmour a former member of Pink Floyd ?","0","0","0","0","0","0","0"
"Which ppolitical party of Yashpal Kapur is also the owner of National Herald ?","0","0","0","0","0","0","1"
"Name the sstadium of 2015 Pro Duta FC season ?","0","0","0","0","0","0","0"
"What awards have been given to citizens of the Ottoman Empire ?","0","0","0","1","0","0","0"
"List the state of the universities whose nation is United States ?","0","0","0","0","0","0","0"
"What are the software whose operating systems are Mac OS and Microsoft Windows ?","0","0","0","1","0","0","0"
"Does the Utah State Route 162 end at Colorado ?","0","0","0","0","0","0","0"
"Is jim harbaugh currently in the Michigan Wolverines ?","0","0","0","0","0","0","0"
"How many awards have been received by graduates of University of Melbourne, Faculty of VCA & MCM ?","0","1","0","0","0","0","0"
"To which books Thomas Egerton, an editor ?","0","0","0","0","0","0","0"
"Was christina crawford trained by Booker T ?","0","0","0","0","0","0","0"
"In how many places has Garbage recorded their songs ?","0","0","0","0","0","0","0"
"What award was won by executive producer of Shaun the Sheep ?","0","0","0","1","0","0","0"
"What is the television show whose opening theme's album is Cheers ?","0","0","0","1","0","0","0"
"Which driver had the pole position in 1994 Spanish Grand Prix ?","0","0","0","0","0","0","1"
"How many different religions have economists followed ?","0","1","0","0","0","0","0"
"What is the automobile platform of Chiva bus ?","0","0","0","1","0","0","0"
"What borders siberia ?","0","0","0","1","0","0","0"
"How many had their debut team coached by Chip Kelly ?","0","1","0","0","0","0","0"
"Did John Byrne create Emma Frost ?","0","0","0","0","0","0","0"
"What is the device whose successor's CPU is by AMD ?","0","0","0","1","0","0","0"
"Who was the coach of marquette Golden Eagles men's basketball team-2012,13 season ?","1","0","0","0","0","0","0"
"What made Jon Speelman and Eric Schiller famous ?","0","0","0","1","0","0","0"
"Which manufacturer of the Boeing B-17 Flying fortress is the manager of burro Flats Painted Caves ?","0","0","0","0","0","0","1"
"How many people currently play for Stoke City F.C. ?","0","1","0","0","0","0","0"
"In how many different places can I find companies which were founded in toronto ?","0","0","0","0","0","0","0"
"How many organizations own the website to which Jimmy Wales contributes ?","0","1","0","0","0","0","0"
"List the former team of the american football players born in Pennsylvania ?","0","0","0","0","0","0","0"
"Through how many cities does the river flowing into Arkansas go ?","0","0","0","0","0","0","0"
"who are the managers of england national under 20 football team ?","0","0","0","0","0","0","0"
"Did Jim Kiick do his highschool in New Jersey ?","0","0","0","0","0","0","0"
"What shows are on the networks which are from the United States ?","0","0","0","1","0","0","0"
"Was the song The Boy is Mine recorded in Atlanta ?","0","0","0","0","0","0","0"
"How many things do bridges designed by the UEM group go over ?","0","1","0","0","0","0","0"
"Who is the fictional character who portrayed in Terminator 2: Judgment Day ?","1","0","0","0","0","0","0"
"Which movies' music is composed by people associated with the band Yes ?","0","0","0","0","0","0","1"
"What is the death place of the Marina Pankova and Viktor Ulyanich ?","0","0","0","1","0","0","0"
"What famous work is derived from the one whose lyrics are written by Inma Gonzales ?","0","0","0","1","0","0","0"
"How many services are there of the companies whose services is Web hosting service ?","0","1","0","0","0","0","0"
"By which university is the literary magazine named Stone Canoe published ?","0","0","0","0","0","0","0"
"How many politicians are in the militia ?","0","1","0","0","0","0","0"
"Name the rivers whose source country's capital is Lusaka ?","0","0","0","0","0","0","0"
"Some movies whose screenplay is done by american born people ?","0","0","0","0","0","0","0"
"Who is the narrator of The Price of Beauty ?","1","0","0","0","0","0","0"
"Enumerate all those who are in the Board of companies founded in New York ?","0","0","0","0","0","0","0"
"Who did Bruce Bochy play for ?","1","0","0","0","0","0","0"
"Was Michael Schumacher a pole driver in the 1999 GP ?","0","0","0","0","0","0","0"
"How many universities participate in the NCAA Division I Football Bowl Subdivision ?","0","1","0","0","0","0","0"
"How many religion's people have died in Malaysia ?","0","1","0","0","0","0","0"
"How many people have managed a club which owns the Riverside Stadium ?","0","1","0","0","0","0","0"
"How many other wine region are there of the grapes whose one of the wine region is Michigan ?","0","1","0","0","0","0","0"
"To which families does the Koolakamba belong ?","0","0","0","0","0","0","0"
"How many awards have screenwriters won ?","0","1","0","0","0","0","0"
"List the countries through which European rout E39 and E8 passes ?","0","0","0","0","0","0","0"
"How many people work at the FBI ?","0","1","0","0","0","0","0"
"Count the nearest city to the historic palce whose one of the nearest city is Wisconsin ?","0","0","0","0","0","0","0"
"What is the airline company has its headquarters in Dublin Airport ?","0","0","0","1","0","0","0"
"What are some orthonychidae birds ?","0","0","0","1","0","0","0"
"Is Dave Schulz a band member of Berlin ?","0","0","0","0","0","0","0"
"Does MSX BASIC have a license of microsoft ?","0","0","0","0","0","0","0"
"List the subsequent work of the albums whose one of the subsequent work is Planet Waves ?","0","0","0","0","0","0","0"
"In which mountain Inyo National Forest and California are located ?","0","0","1","0","0","0","0"
"Was the Incredibles released before Finding Nemo ?","0","0","0","0","0","0","0"
"How many thesis were supervised by Ernest Rutherford ?","0","1","0","0","0","0","0"
"What is the television show whose related with  Doctor Who Confidential ?","0","0","0","1","0","0","0"
"What are the last two studio albums of Moondog Matinee ?","0","0","0","1","0","0","0"
"How many people currently play for the NYC FC ?","0","1","0","0","0","0","0"
"Is Gutenberg neighbouring with Madiswil ?","0","0","0","0","0","0","0"
"What is the total number of writers whose singles are recorded in Miami ?","0","0","0","1","0","0","0"
"Daniel L D Granger and Job Durfee have based their political career in which US state ?","0","0","0","0","0","0","0"
"Who are the employer of Don R. Berlin ?","1","0","0","0","0","0","0"
"How many different mascots are there of the NCAA teams ?","0","1","0","0","0","0","0"
"What is the river whose tributary is Zarqa River ?","0","0","0","1","0","0","0"
"How many home stadiums are there of the seasons whose chairman in Merritt Paulson ?","0","1","0","0","0","0","0"
"Give me the count of all the names of characters created by Frank Miller ?","0","0","0","0","0","0","0"
"Give me a count of bridges located in California ?","0","0","0","0","0","0","0"
"List the companies operating in Australia ?","0","0","0","0","0","0","0"
"What all are in the states whose anthem is Ja, vi esker dette landet ?","0","0","0","1","0","0","0"
"Which country are the players of the Atletico Petroleos de Luanda from ?","0","0","0","0","0","0","1"
"Who owns the ford kansas assembly plant ?","1","0","0","0","0","0","0"
"Which saints were the messengers of Islam ?","0","0","0","0","0","0","1"
"Companies founded in Taiwan have typically which divisions ?","0","0","0","0","0","0","0"
"What is the hub airport of Pawan Hans, and is also the largest city of India ?","0","0","0","1","0","0","0"
"Name the source of Raa ?","0","0","0","0","0","0","0"
"Was Nick Jonas a member of the Jonas Brothers ?","0","0","0","0","0","0","0"
"Movie's produced by Michael Deeley has Jordan Cronenweth as director of photography ?","0","0","0","0","0","0","0"
"Which cities have the river one of whose Tributary is the Missouri's big spring ?","0","0","0","0","0","0","1"
"Which band was left by Kevin Jonas ?","0","0","0","0","0","0","1"
"return some  players who have played in the NBA ?","0","0","0","0","0","0","0"
"How many have been venerateds in Islam and Judaism ?","0","1","0","0","0","0","0"
"What is the resting place of the politician who succeeded Samuel Hayes ?","0","0","0","1","0","0","0"
