Questions,label1,label2,uri1,uri2,label1len,label2len,uri1Label,uri2Label
Was Walt Disney the cinematographer of Mickey's Mellerdrammer,cinematographer,,http://dbpedia.org/property/cinematography,,1,0,cinematography,
Who is the operator of Rainbow Warrior (1955),operator,,http://dbpedia.org/ontology/operator,,1,0,operator,
Which series are Lennier and Londo Mollari both from,series,series,http://dbpedia.org/ontology/series,http://dbpedia.org/ontology/series,1,1,series,series
Graduates of Somerville College have been in how many political parties,graduates,parties,http://dbpedia.org/ontology/almaMater,http://dbpedia.org/ontology/party,1,1,almaMater,party
What are some primates,,,http://dbpedia.org/ontology/order,,0,0,order,
Count the number of battles fought by the military person involved in Morocco,battles,battles,http://dbpedia.org/property/battles,http://dbpedia.org/property/battles,1,1,battles,battles
"How many companies were founded in Denton, texas",texas,founded,http://dbpedia.org/ontology/part,http://dbpedia.org/ontology/foundationPlace,1,1,part,foundationPlace
Count the different causes of death of Christians.,Count,death,http://dbpedia.org/ontology/religion,http://dbpedia.org/ontology/deathCause,1,1,religion,deathCause
Name the TV show whose cast member is Companion (Doctor Who) and is related to The Sarah Jane Adventures,Companion,related,http://dbpedia.org/ontology/starring,http://dbpedia.org/ontology/related,1,1,starring,related
List all the collaborators of the artist which has collaborated with sanremo Music Festival,artist music,artist music,http://dbpedia.org/ontology/associatedMusicalArtist,http://dbpedia.org/ontology/associatedMusicalArtist,2,2,associatedMusicalArtist,associatedMusicalArtist
"Name the  people whose residence is Beverly Hills, California",residence,,http://dbpedia.org/ontology/residence,,1,0,residence,
Was Marie Curie a doctoral student of Henri Becquerel,doctoral student,,http://dbpedia.org/ontology/doctoralStudent,,2,0,doctoralStudent,
"Where does the railway tracks start, which ends in Kazan",ends,"start,",http://dbpedia.org/ontology/routeEnd,http://dbpedia.org/ontology/routeStart,1,1,routeEnd,routeStart
Give me a count of all ice hockey players whose teams are headcoached by John Tortorella,headcoached,team,http://dbpedia.org/property/headCoach,http://dbpedia.org/ontology/team,1,1,headCoach,team
Name all the venues of the convention which has also been hosted in San Diego Convention,venue,venue,http://dbpedia.org/property/venue,http://dbpedia.org/property/venue,1,1,venue,venue
"Where is the county seat of King County, Washington",county seat,,http://dbpedia.org/ontology/countySeat,,2,0,countySeat,
How many relatives are there of the people who died in Germany,,died,http://dbpedia.org/property/placeOfDeath,http://dbpedia.org/ontology/relation,0,1,placeOfDeath,relation
Was Lucrezia Tornabuoni the mother of Lorenzo de' Medici,mother,,http://dbpedia.org/property/mother,,1,0,mother,
List of people who were the first one to ascend a mountain in the Cathedral range,mountain range,first,http://dbpedia.org/ontology/mountainRange,http://dbpedia.org/ontology/firstAscentPerson,2,1,mountainRange,firstAscentPerson
How many movies did Stanley Kubrick direct,direct,,http://dbpedia.org/ontology/director,,1,0,director,
In how many different places can I fnd Modern Architectural buildings,architectural,buildings,http://dbpedia.org/property/architecturalStyle,http://dbpedia.org/property/address,1,1,architecturalStyle,address
Who has had been the tenant of the stadium built by PCL construction firm,built by,tenant,http://dbpedia.org/ontology/builder,http://dbpedia.org/ontology/tenant,2,1,builder,tenant
What is the type of Vesak,type,,http://dbpedia.org/ontology/type,,1,0,type,
Which military personnel belong to the branch of Continental Army,military branch,,http://dbpedia.org/ontology/militaryBranch,,2,0,militaryBranch,
"Where did the president study, whose VP was Emilio Nez",president,VP,http://dbpedia.org/ontology/vicePresident,http://dbpedia.org/ontology/almaMater,1,1,vicePresident,almaMater
In how many different places were the people born who are members of National Museum of Racing and Hall of Fame,,places,http://dbpedia.org/ontology/honours,http://dbpedia.org/property/birthPlace,0,1,honours,birthPlace
Which military commander fought his battle at Fort Gadsen,battle,,http://dbpedia.org/ontology/battle,,1,0,battle,
Did Phillippe Cabot go to Columbia for studying,studying,,http://dbpedia.org/ontology/university,,1,0,university,
Which rivers start at the Brower's Spring,start,,http://dbpedia.org/ontology/sourceMountain,,1,0,sourceMountain,
Which software uses windows as it's operating system and is written in C++,operating system,written,http://dbpedia.org/ontology/operatingSystem,http://dbpedia.org/ontology/programmingLanguage,2,1,operatingSystem,programmingLanguage
Which draft team od Dale Mitchell is also the tenant of Master Card center,draft team,tenant,http://dbpedia.org/ontology/draftTeam,http://dbpedia.org/property/tenants,2,1,draftTeam,tenants
Who is the scientist whose academic advisor was Karl Ewald Hasse,academic advisor,,http://dbpedia.org/ontology/academicAdvisor,,2,0,academicAdvisor,
Count the awards received by the ones who fought the battle of france,battle,awards received,http://dbpedia.org/ontology/battle,http://dbpedia.org/ontology/award,1,2,battle,award
By what person of which political party is Balangir district led,led,,http://dbpedia.org/ontology/leaderName,,1,0,leaderName,
What is the owner of Ivanpah Solar Power Facility and the original developer of Dart,owner,developer,http://dbpedia.org/ontology/owner,http://dbpedia.org/ontology/developer,1,1,owner,developer
Who all are buried in Arlington national cementary,,,http://dbpedia.org/property/placeofburial,,0,0,placeofburial,
who manufactures the SHO V8,manufactures,,http://dbpedia.org/ontology/manufacturer,,1,0,manufacturer,
Which shows had their painters born in England,born in,painters,http://dbpedia.org/property/birthPlace,http://dbpedia.org/ontology/creator,2,1,birthPlace,creator
What is the former team of the american football players whose position is Running back,position,former team,http://dbpedia.org/ontology/position,http://dbpedia.org/ontology/formerTeam,1,2,position,formerTeam
Which current players once played for Toronto argonauts,played,,http://dbpedia.org/ontology/formerTeam,,1,0,formerTeam,
Which company builds Microsoft Azure and Microsoft Surface,builds,builds,http://dbpedia.org/ontology/product,http://dbpedia.org/ontology/product,1,1,product,product
Which contnet license provider of Microsoft Office Picture Manager is also the game platform of Google Clud Connect,license,game platform,http://dbpedia.org/ontology/license,http://dbpedia.org/ontology/computingPlatform,1,2,license,computingPlatform
Did Stan Lee create the Iceman comics,create,,http://dbpedia.org/property/creators,,1,0,creators,
Whihc party of the Mizoram Legislative Assembly is the government type of kumta,government type,party,http://dbpedia.org/ontology/governmentType,http://dbpedia.org/property/party,2,1,governmentType,party
What currencies are circulated in the countries where people speak French,speak,currencies,http://dbpedia.org/ontology/officialLanguage,http://dbpedia.org/ontology/currency,1,1,officialLanguage,currency
Which division of Serbia national team is also the region of Dobinsk Ice Cave,division,region,http://dbpedia.org/ontology/division,http://dbpedia.org/ontology/region,1,1,division,region
Ernest Rutherford was the advisor of how many people,advisor,,http://dbpedia.org/property/doctoralAdvisor,,1,0,doctoralAdvisor,
Where were some people associated with Steve Winwood employed at,associated,employed,http://dbpedia.org/ontology/associatedMusicalArtist,http://dbpedia.org/ontology/occupation,1,1,associatedMusicalArtist,occupation
Does the river shannon originate from Dowra,originate,,http://dbpedia.org/ontology/sourceMountain,,1,0,sourceMountain,
What is the currency of Kerguelen Islands,currency,,http://dbpedia.org/ontology/currency,,1,0,currency,
Does Jevan Snead play as Quarterback,play,,http://dbpedia.org/property/position,,1,0,position,
In how many nations is Coconut a common food ingredient,ingredient,nation,http://dbpedia.org/ontology/ingredient,http://dbpedia.org/property/country,1,1,ingredient,country
Is tahiti in the Society Islands achipelago,,,http://dbpedia.org/property/archipelago,,0,0,archipelago,
How many games have been composed by Hirokazu Tanaka,composed,,http://dbpedia.org/property/composer,,1,0,composer,
Name few television shows's anchored by Ryan Seacrest,anchored,,http://dbpedia.org/ontology/presenter,,1,0,presenter,
Was Queen Latifah in the U.N.I.T.Y. group,group,,http://dbpedia.org/ontology/musicalArtist,,1,0,musicalArtist,
List the total number of regions of the building whose are located in\Grand Forks Air Force Base,region,region,http://dbpedia.org/ontology/region,http://dbpedia.org/ontology/region,1,1,region,region
Which religion's people are member of BJP,are,religion,http://dbpedia.org/property/party,http://dbpedia.org/ontology/religion,1,1,party,religion
Count the different alma maters of people employed by the CNN,employed by,alma mater,http://dbpedia.org/property/employer,http://dbpedia.org/ontology/almaMater,2,2,employer,almaMater
How many dishes are made with an ingredient belonging to the flowering plant species,species,ingredient,http://dbpedia.org/ontology/division,http://dbpedia.org/ontology/ingredient,1,1,division,ingredient
Was the Funky Lab Rat released in North America,released,,http://dbpedia.org/property/released,,1,0,released,
Which is the city closest to both the Lodaiska site and the home of David w brown,city,city,http://dbpedia.org/ontology/nearestCity,http://dbpedia.org/ontology/nearestCity,1,1,nearestCity,nearestCity
"What is the state of the settlement, which is the sub assembly of Mohamedia, Tunisia",assembly of,state,http://dbpedia.org/ontology/isPartOf,http://dbpedia.org/ontology/country,2,1,isPartOf,country
Whose leaders are Willem-Alexander and Fredis Refunjol,leader,leader,http://dbpedia.org/ontology/leader,http://dbpedia.org/ontology/leader,1,1,leader,leader
What television show are distributed by Broadcast syndication,distributed by,,http://dbpedia.org/ontology/distributor,,2,0,distributor,
Name the person with opponents Ike Clanton and Tom McLaury,opponent,opponent,http://dbpedia.org/ontology/opponent,http://dbpedia.org/ontology/opponent,1,1,opponent,opponent
What are the airlines whose hub airport is operated by the Los Angeles World Airports,operated,hub airport,http://dbpedia.org/ontology/operator,http://dbpedia.org/ontology/hubAirport,1,2,operator,hubAirport
What is used as money for French Southern and Antarctic Lands is also the  product of the Karafarin Bank,money,product,http://dbpedia.org/ontology/currency,http://dbpedia.org/ontology/product,1,1,currency,product
Who are the golf players whose college is Arizona State Sun Devils,college,,http://dbpedia.org/ontology/college,,1,0,college,
Who is the film star of On Air with Ryan Seacrest,star,,http://dbpedia.org/ontology/starring,,1,0,starring,
Who wrote Catch My soul,wrote,,http://dbpedia.org/ontology/author,,1,0,author,
How many bands collaborated with artists who signed up with EMI,signed,artists,http://dbpedia.org/ontology/recordLabel,http://dbpedia.org/ontology/associatedMusicalArtist,1,1,recordLabel,associatedMusicalArtist
In which places can we find the people won the Project Runaway Canada,Runaway,Runaway,http://dbpedia.org/ontology/award,http://dbpedia.org/ontology/residence,1,1,award,residence
How many factions were fighting in the wars where Blue Jacket was a commander,commander,wars,http://dbpedia.org/property/commander,http://dbpedia.org/property/combatant,1,1,commander,combatant
